material_id,pretty_formula,icsd_ids
mp-1105293,GaAgO2,[193540]
mp-1105535,Ba2P7Br,[426194]
mp-1105760,Rb3LaN6,[62651]
mp-1105942,Sm5Ga3,[635426]
mp-1106200,Ce2Ga2Co15,[620725]
mp-1108,TaB2,"[30420, 615520, 30329, 44588, 602947, 615507, 247644, 615505, 191905, 615518, 615508, 615501, 615498, 615494, 108085, 615525]"
mp-11110,YbAl3(BO3)4,[96685]
mp-11262,YbAu4,"[58623, 612477]"
mp-11322,ZrSi,"[20284, 652617]"
mp-11701,YbCuSb,[57021]
mp-11752,Lu7(NiTe)2,[98969]
mp-1180961,K,[161378]
mp-1182452,CrGa,[165581]
mp-1189081,Ho6Ni2Sn,[639518]
mp-1189294,La3In4Ge,[81469]
mp-1190259,Ba3UFeSe6,[251724]
mp-1191157,NdF3,[16967]
mp-1191275,Ho3(SiNi3)2,[639508]
mp-1191565,SmPS,[648052]
mp-1191589,Ca2Ni12As7,[609908]
mp-1191704,NaZrSi2O7,[20186]
mp-1192216,Ti2Fe,[633947]
mp-1192783,V4P3,[648275]
mp-1192795,Hf6Co23,"[623781, 623762]"
mp-1193415,Cd8Au5,[611679]
mp-1193543,Nb4NiSe8,[645099]
mp-1193611,BaTeS3O2,[6165]
mp-1193673,Na3SbS3,"[425458, 644966]"
mp-1194605,BaU(PS4)2,[251709]
mp-1194710,Gd6Mn23,"[635954, 635804, 635951, 104076, 635928, 635948, 635803]"
mp-1195,Ba3P14,"[23629, 653664]"
mp-1195268,CoBi2SO7,[238176]
mp-1195735,Te3As2,[196148]
mp-1196049,V6H2Pb4Se3O26,[430540]
mp-1196120,Sr4SiAs4,[611409]
mp-1196929,CdBiBF10,"[422898, 422899]"
mp-1197352,InSi4H41C15O,[163065]
mp-1198067,Cr2H8N2O7,[417523]
mp-1198068,Cu2As(HO3)2,[190669]
mp-1198154,B11H18C4S2NCl,[110531]
mp-1198378,NaLiFePO4F,[186935]
mp-1199248,CsMo2P3O13,[63259]
mp-1200112,Sr3TeO6,[421175]
mp-1200192,Tb2B6Ru,"[615374, 603496]"
mp-1200604,SiP4H28(C5Cl2)2,[250858]
mp-1200977,Na3(PO3)4,[34687]
mp-1201015,K4UC2O11,[173289]
mp-1201424,FeTe3BrO7,[421384]
mp-1201509,Rb3B(SeO4)3,[427257]
mp-1201530,BaNa6Th(CO4)6,[39256]
mp-1202861,Na2Mo(H2O3)4,[418906]
mp-1204716,SnH12C6(S2N)2,[182178]
mp-1204842,CeSbMo2O9,[422101]
mp-1205395,BaMg(CO3)2,[193057]
mp-1205460,ZnHg3Se3Br2,[186941]
mp-12087,Cu2S,[628818]
mp-1247,Sb2Ir,"[43502, 640955, 640961, 42620]"
mp-13208,Mg2Pt,[245120]
mp-13221,NdMg2Cu9,[245212]
mp-13765,Ce3Co11B4,[612753]
mp-13964,HfGeTe,[25743]
mp-14787,Tm2S3,[67115]
mp-14977,Na3Y(Si2O5)3,[75582]
mp-15009,La3(GeRh)4,[79541]
mp-15543,NaLiZr(Si2O5)3,"[195621, 100631]"
mp-1670,MnPt,"[643369, 104948, 104949, 168776, 643367]"
mp-16818,Rb2Cd3Se4,[81657]
mp-17196,TiAs2O7,[73476]
mp-17967,NaMnPO4,[201771]
mp-19132,HgWO4,"[169667, 169669, 280305, 169668, 280911]"
mp-19281,LaCrO3,"[194033, 91270, 89098, 153615, 160073, 237354, 180177, 166837, 9938, 100185, 151219, 51191, 79344, 81984, 108900, 160076, 160077, 251092, 167588, 160078, 50755, 180183, 180184, 165054, 173469, 251091]"
mp-19435,CoMoO4,"[81061, 281235]"
mp-19522,P2W2O11,[50742]
mp-1959,PuO2,"[55456, 647325, 186183, 31726, 647331]"
mp-20211,Mn3Si,"[643621, 643647, 76227, 643616]"
mp-20291,YPb3,"[105642, 105641, 648658]"
mp-20986,CaTi4(FeO4)3,[79277]
mp-21158,CeAlPd,"[658136, 104632, 603264, 156904]"
mp-2120,HoAg2,"[605354, 605358, 605348, 58278]"
mp-21621,Y6Te2Rh,[160179]
mp-21679,Fe7Pb7F34,[78870]
mp-22169,MoPbO4,"[239428, 56111, 89034, 164725, 26784, 77336, 39137]"
mp-22466,SrIn4,[240131]
mp-22557,Ba5Co5O14,"[153697, 153698]"
mp-22671,Pr7O12,"[655511, 1857]"
mp-2316,TmZn,"[653366, 653355, 106203]"
mp-23299,RbCl,"[61561, 60401, 44620, 61521, 61535, 26877]"
mp-23650,TeSeS(NCl)2,"[66368, 170632]"
mp-23884,SrGe(HO2)2,[30320]
mp-24413,Na2LiAlH6,[152893]
mp-24597,Cr2CdH14(NO2)4,[80186]
mp-2669,Mo8O23,"[68809, 202202, 24032, 27503]"
mp-27179,CsCrBr3,[2590]
mp-2769,HoMn2,"[639390, 180173, 180153, 180149, 180160, 180152, 639402, 180174, 639394, 180155, 180159, 180172, 180162, 639395, 180163, 180154, 180150, 180167, 180165, 180151, 180158, 639399, 180171, 180161, 180170, 639391, 180168, 164282, 656992, 104420, 180157, 180169, 180156, 180166, 104421, 180164]"
mp-27690,Sr3Zr2O7,[23731]
mp-27928,Ge2S3I2,[24371]
mp-28574,KPbO2,[65501]
mp-28763,CaAsPd,[72349]
mp-29040,Li3Zr4F19,[80399]
mp-29296,CsSbF4,[201405]
mp-2938,Tm(FeSi)2,"[633599, 71259]"
mp-29862,SnBr2,"[429132, 411177]"
mp-32711,SrBr2,"[26092, 37036, 262673]"
mp-3273,Si5P6O25,"[72998, 72999, 6197]"
mp-3474,LaCuO3,"[73554, 9428]"
mp-3821,K2PtF6,"[16892, 87360]"
mp-3886,Zr2AlC,"[157762, 157761]"
mp-441,Rb2Te,"[55133, 55117, 182743, 55136, 55135, 55115, 55131, 55132, 55116, 55134]"
mp-492,TiN,"[26947, 192040, 181787, 644778, 64905, 64909, 183415, 236802, 105128, 184916, 644774, 644770, 644780, 644768, 644783, 186008, 152807, 187188, 644777, 644772, 644781, 64904, 656836, 604220, 236801, 644769, 644775, 644776, 186382, 658338, 601248, 644779, 64908, 64907]"
mp-504897,CeP5O14,[49510]
mp-540803,Sr3(LiSb)4,[25307]
mp-546552,KCrO2,"[40267, 108818, 182236]"
mp-554335,K2CuH12(SeO7)2,"[250992, 171281, 250991, 4307, 171283, 250993, 250989, 171280, 250988, 250990, 171279, 171282]"
mp-556003,CaTiO3,"[50364, 74214, 162918, 97828, 62149, 185453, 185454, 162914, 162916, 185449, 185448, 185444, 174127, 180956, 162909, 163528, 189135, 185446, 74216, 185447, 96258, 162915, 153172, 167809, 185450, 74213, 94568, 163663, 162908, 162911, 162917, 51024, 162910, 71916, 185445, 150420, 37263, 157115, 165801, 93082, 185451, 162913, 74212, 71915, 186224, 74215, 85101, 82487, 163662, 162912, 185443, 185452, 167888, 16688]"
mp-556327,K2HgC2S2(BrN)2,[409838]
mp-557186,CsTa2P5O18,[20532]
mp-557213,Te2Xe(OF5)2,[411812]
mp-559374,TiS3,"[81124, 41235]"
mp-560638,Na2U2Si(O4F)2,[89033]
mp-560725,ZnS,[37391]
mp-561028,K2Cr2O7,[280204]
mp-567630,Pr,[108682]
mp-567925,MoC,"[618298, 618301]"
mp-568439,KNa(BH4)2,[163379]
mp-568782,Dy(PPt4)2,[418227]
mp-568920,CaAu5,[58407]
mp-569158,Dy2Co7B3,"[612905, 97731]"
mp-569415,Nd5Co19B6,[89950]
mp-569688,Rb,[109013]
mp-569776,TaNi3,"[54304, 646836, 646830]"
mp-570545,Cs2ZnFe(CN)6,[23027]
mp-570607,Dy5C2I9,[416953]
mp-570751,Nb3Te,[105244]
mp-571224,Nb5Sb4,[76573]
mp-571619,HfAlPt,"[156267, 187276, 261008]"
mp-574224,Cs4SiTe4,[409511]
mp-621176,YInAu,"[612083, 58513]"
mp-628593,Yb5(InSb3)2,[91336]
mp-636279,EuPd3,"[631530, 631517, 103425, 631531, 600373, 631528]"
mp-641573,Cr21(MoC3)2,"[156148, 191596]"
mp-641595,Fe21(WC3)2,[156151]
mp-643243,Cs2H6Pt,[78743]
mp-644607,CO2,"[188891, 110776, 110775]"
mp-645902,Co3Ge(CO)10,[249435]
mp-646895,SiO2,[55346]
mp-647575,K2ZnCl4,"[50088, 8035, 80860, 92627, 50087]"
mp-669456,La2Al3Ge4,[76359]
mp-680220,Sr(Ni5P3)2,[92459]
mp-683986,Yb11(U2S11)2,[651351]
mp-695936,GeH10(N2F3)2,[61803]
mp-7007,NbSe2,[71339]
mp-7147,KCrP2S7,[91754]
mp-734150,Na3YH6(CO4)3,[82498]
mp-738668,NaH3(CO2)2,[109937]
mp-771112,Li2Mn3NiO8,[187804]
mp-8354,LaF3,[34108]
mp-865213,Ba8Bi4H2O,[415033]
mp-8751,RbLiS,[67254]
mp-978785,Si4MoPt3,"[261250, 174200]"
mp-9791,Tl3AsS3,"[611332, 100292]"
mp-980193,Ti2H4Pd,[167660]
mp-985705,CeAgAs2,"[183626, 420610]"
mp-9916,NbCrSi,[42060]
mp-998973,TiFeCoSb,[191662]
mp-999069,Ti2AlFe,"[185659, 185878]"
mp-1006328,LiCeSn,[603175]
mp-1008223,CaSe,[167834]
mp-1018043,Ti2InCo,[191643]
mp-10194,LuSbPt,[44916]
mp-1020661,NaAl(SiO3)2,[236364]
mp-1024987,HoCu4Ag,[605023]
mp-1064000,Cs3Pt,[68316]
mp-1064161,NaN3,[201327]
mp-1071468,TbMgSn,"[182481, 183523, 183522]"
mp-1078988,Mg7V,[164597]
mp-1079321,ErAgS2,[423921]
mp-1080653,FeNiP,"[632938, 632939]"
mp-1080756,ErAu3,[611810]
mp-1080805,Ag2AsS4N,[73920]
mp-1095110,Ba2SmMoO6,[236285]
mp-1103809,NpB12,[615105]
mp-1103835,Lu(MnSn)6,"[642436, 57416]"
mp-1105199,RbLaMnWO6,[238785]
mp-1105294,Ca5(GePd)6,[195760]
mp-11250,Mg2Au,"[58539, 58540]"
mp-11573,TiTc,"[653020, 106142]"
mp-1181293,GaO3,[60682]
mp-11832,Cs,[57180]
mp-1183777,CoSn3,[166871]
mp-1188323,Ti2O3,[187466]
mp-1188812,La2MnNiO6,[186428]
mp-1189831,Gd3FeO6,[421430]
mp-1190683,Cd(Br3N2)2,[60623]
mp-1190979,Sc2Ir,[657999]
mp-1192510,Rb(GeAs)3,[430748]
mp-1193106,Li2Mg(HN)2,[165890]
mp-1193310,Cr22WC6,[191598]
mp-1194037,Pr6Mn23,[643337]
mp-1194889,MgAu2(SO4)4,[428374]
mp-1195226,Pb4Br3NO16,[239178]
mp-1195675,La2CuBiS5,[430096]
mp-1195712,K4H6W2S2O9,[423879]
mp-1195729,MnB2P3H10N2ClO13,[429214]
mp-1195801,MnAs2H16(S2N)4,[193738]
mp-1195872,Sm3Ga2,[635436]
mp-1196215,La2MgNi2,[240751]
mp-1196360,Tm2Co17,"[602673, 625498, 602662]"
mp-1196651,Rb8Mn5O10,[428945]
mp-1197159,FeP2O7,[246885]
mp-1197187,Zn2Fe(PO6)2,[109262]
mp-1197333,Rb2TlCl5O,[40481]
mp-1197442,KYbF4,"[187003, 187002]"
mp-1197456,CsUTe6,[79884]
mp-1197714,Rb3TeH6(ClO2)3,[423652]
mp-1198283,TaCl3,[26094]
mp-1198381,Si3Pb11O17,[32536]
mp-1198469,LaH40C13N9O19,"[249153, 109782]"
mp-1198472,Li2V18O39,[280871]
mp-1198601,Tb5Bi3,[617165]
mp-1198731,NaTb(SiO3)2,[423607]
mp-1198859,Bi(WBr3)3,[421436]
mp-1199236,Zn3Fe16Ni5O32,[182240]
mp-1199278,NdMoClO4,[420360]
mp-1199634,Na2MgH32(SO12)2,[189128]
mp-1200108,UCO6,[151249]
mp-1201054,Dy4In5S13,[629869]
mp-1201296,Nd5Rh4,"[645762, 645763]"
mp-1201480,Dy5(CoSn3)6,[164146]
mp-1201858,Cs2BiPWO8,[260559]
mp-1201924,RbYbS2O9,[201669]
mp-1202315,TiSi7H42C14(ClO)2,[171658]
mp-1202326,NiP2(PbO4)2,[290268]
mp-1202531,Na4Ga8Ge15,[634262]
mp-1202647,La2SbS5Br,[51486]
mp-1202937,AlH8C2N,[290274]
mp-1202960,Sb2O3,[414463]
mp-1203645,C,[56905]
mp-1204035,W15I47,[380385]
mp-1204093,InH12C4Se2Cl3,[174216]
mp-1204278,Rb2U3P6O25,[249861]
mp-1205053,CaP3NO9,[4275]
mp-1205089,Ca2SiO6,[45301]
mp-1205342,KAg3Te2,[402230]
mp-12120,FeN,[659040]
mp-12231,SnTe3O8,[9077]
mp-12491,CsLaCdTe3,[173316]
mp-13563,YP5O14,[260203]
mp-13960,Sr3Er2(BO3)4,[129]
mp-16975,RbC10,[66880]
mp-1703,YbZn,"[653498, 653485, 104206, 106232]"
mp-18317,Na5SnP3,[300189]
mp-1891,SmAl4,"[609392, 609379]"
mp-19087,Na3Co2SbO6,[245538]
mp-19798,EuGePt,"[401561, 106432]"
mp-19950,Dy2Ti3Si4,"[96129, 95175]"
mp-20283,Co2P2O7,[74542]
mp-20693,In(FeO2)2,[157323]
mp-20921,Ba3MnNb2O9,"[239731, 171479]"
mp-21594,Ca9Zn4Sb9,[52787]
mp-21639,KTiF4,[8007]
mp-21673,Ge2Pt3,"[457, 637644]"
mp-21677,Ca3(InNi2)4,[411733]
mp-22403,Co(C2N3)2,"[85619, 85618]"
mp-2252,ScB2,"[44491, 615420, 249114, 165123, 615426, 615421]"
mp-22720,RbSr2Nb3O10,[93674]
mp-23238,Ta3I7,"[14211, 300282]"
mp-2332,Ho2C3,"[618085, 42497, 618076]"
mp-2416,YF3,"[6023, 26595]"
mp-2488,SiOs,"[79232, 647777, 15692]"
mp-284,AlCo,"[606533, 187973, 57596, 606532, 606535, 657493]"
mp-28612,Na(LiSi2)3,[68069]
mp-28683,Ta(ICl)2,[69688]
mp-28900,Cd2As3Br,[75170]
mp-28907,NbCrF6,[75384]
mp-29063,ThZrF8,[81677]
mp-30033,CoBr2,[52364]
mp-30299,RbAsO2,[413150]
mp-30487,EuCd2,[58972]
mp-30748,Zr3Ir,[104607]
mp-30780,SrMgSn,[104872]
mp-30851,Ti3Pt5,[105817]
mp-3103,Nb4AlC3,"[163550, 160755, 160754]"
mp-3614,KTaO3,"[39673, 184922, 56439, 181838, 56440, 39905, 280424]"
mp-3742,SrFe12O19,"[291193, 69023]"
mp-4433,Ce(SiIr)2,"[621430, 621421, 411677, 621424]"
mp-505284,Pb3(BrO)2,"[95510, 82923, 245908]"
mp-505623,Al(FeO2)2,[76977]
mp-541047,ZrAlPd2,[58122]
mp-542,SrHg,"[104345, 639218]"
mp-542738,SN,"[51515, 109098, 2304, 26664, 51514]"
mp-542943,CdHgC4(SeN)4,"[170700, 249203]"
mp-546672,LaBi2IO4,[92424]
mp-554401,BaCu2Te2(ClO3)2,[85786]
mp-555,Fe8N,"[238332, 185976, 189827, 76636, 654562, 41953, 183498, 91514]"
mp-555267,CuHgSBr,"[100575, 412584]"
mp-555517,ErCu3Se2ClO8,[203227]
mp-555568,K2Zn(Si2O5)2,[68499]
mp-556141,Ni3B7ClO13,[71554]
mp-556822,Na2CuP2O7,[80417]
mp-557107,NiB4O7,[391407]
mp-557309,Na3LiWO5,[49027]
mp-558013,MnH2(CO2)2,[109743]
mp-558277,Ti3(BiO3)4,[151886]
mp-558969,Ho3ReO7,[245106]
mp-559466,MnP3H12NO7,[419200]
mp-559474,La5Ti2CuS5O7,[99612]
mp-559767,LiAsO3,[16617]
mp-561502,Ba8B5N10F,[50599]
mp-561748,CsV(MoO4)2,[202907]
mp-561911,Ca3Co(SeO3)4,[82164]
mp-568106,Mg41Al67,[150646]
mp-569533,HgH10C3I3N,[400162]
mp-569618,NaCe(PSe3)2,[280809]
mp-570039,La12Fe2I17,[82258]
mp-570076,Tl2CdSnTe4,[172503]
mp-571314,K2CoCl4,[661]
mp-581138,Cs2TiV3(PO6)3,[415647]
mp-582080,Cs3LaCl6,[73944]
mp-600169,CoHCO3,[109650]
mp-600371,H8C3SN2,[400524]
mp-606675,MnGaNi2,"[160702, 167129, 155337, 190389]"
mp-6092,TbNi2B2C,"[89159, 89157, 79572, 56648, 89155, 89156, 89160, 89158]"
mp-611219,Hg,[79804]
mp-6120,Sr4Al6MoO16,"[72688, 72689, 72687]"
mp-6281,NaCa3RuO6,"[50020, 50021]"
mp-636559,Cd(C2N3)2,[413333]
mp-639736,Rb,[109018]
mp-6425,Li3In2(PO4)3,"[62878, 62333]"
mp-644264,Ca4Mg4Fe3H22,"[67568, 657720]"
mp-6459,CaMg(CO3)2,"[193467, 193468, 193466, 40969, 66333, 31337, 188933, 100416, 31332, 188932, 31333, 66334, 31334, 31276, 40970, 66336, 31277, 27540, 100680, 40971, 171508, 56091, 66337, 31335, 188934, 31336, 202162, 40968, 66335, 52149, 87088, 10404]"
mp-648988,NaLiCO3,[36482]
mp-680277,Re2C9S3O8,[6009]
mp-696329,RbCa(H2N)3,[14014]
mp-696597,B5H9,[24636]
mp-697946,Cs2Zr2ZnH12(OF2)6,[94861]
mp-707392,Mg3B2P2(H9O10)2,[69609]
mp-720384,CaH6C2(NO)4,[9201]
mp-7380,CsRb2SiF7,[9592]
mp-740746,NaH2BrO5,[71538]
mp-746793,K2Mn7H18(C9O20)2,[151240]
mp-7907,Al2ZnSe4,"[181354, 25636]"
mp-8452,NaLiS,[61091]
mp-9160,La4Au2O9,[74989]
mp-945077,YTe3,[653175]
mp-9580,TlGaSe2,[100131]
mp-9909,Ba5Sb3,"[41840, 616108]"
mp-995191,BaTiO3,[161341]
mp-998908,TiN,"[236781, 236782]"
mp-999144,SmNiC2,"[618564, 169802]"
mp-999193,SmAu,[612333]
mp-999393,NbCr3,[188235]
mp-1018064,ErFeC2,[617647]
mp-10184,MgSbPt,[44826]
mp-1018717,HfSb2,[638876]
mp-1019086,CN2,[247676]
mp-1019547,BaLi2Mg(PO4)2,[236294]
mp-1019895,La3BN2O3,[427260]
mp-1064843,EuTl3,[103439]
mp-1077563,CoTeMo,[88501]
mp-1078508,HoTe3,"[639762, 639770]"
mp-1079408,Li5In4,[639879]
mp-1080132,EuHg3,[631332]
mp-1080769,HfMnGe,[636559]
mp-1087546,O2,[24073]
mp-1096915,Cs,[35481]
mp-1103870,Eu(In2Ag)4,[194934]
mp-1104238,Tm3Ga8Ir3,[634459]
mp-1105330,Cs5U2S4ICl8,[291278]
mp-1105802,CaGe2Pt,[600498]
mp-11698,Tb,"[652944, 652942, 52497]"
mp-1178667,YbO2,[14171]
mp-1178872,USe2O9,[83428]
mp-1188133,Tm2Te3,"[653112, 653101]"
mp-1191025,Zr3(MnGa3)2,[600973]
mp-1191395,HgBrO4,"[29039, 31928]"
mp-1191713,Hf3(VGa3)2,[600970]
mp-1192767,Zr9BW4,[615705]
mp-1193180,Ti2(Ni7B2)3,[615045]
mp-1194354,K3Ti4Si3O20,"[99628, 81366, 99719]"
mp-1195181,Co4Se3Cl2O9,[425434]
mp-1196825,ZrH12N5F4,[419917]
mp-1197798,H2,[63633]
mp-1198486,Yb5B2(O2F3)3,[420182]
mp-1200063,K4Fe4(PO4)5,"[290271, 263040]"
mp-1200551,Nd2US5,[645881]
mp-1200555,YbP2H4NO7,[260075]
mp-1201095,FeH4(CN)6,[30559]
mp-1201529,VB(PbO2)4,[290292]
mp-1201574,In2Hg6(PCl3)3,[261398]
mp-1201601,RbVPHO6,[263114]
mp-1202536,Cs9Fe2S7,[603320]
mp-1204159,K2MgP4(HO2)8,[412869]
mp-1205001,Os2Xe(O3F5)2,[248105]
mp-1205313,SmAgAs2,[420613]
mp-124,Ag,"[604635, 64994, 604630, 604631, 52257, 604632, 53762, 604629, 44387, 52545, 77917, 53760, 181730, 180879, 426921, 53759, 64706, 180878, 64996, 64997, 53761, 64995]"
mp-12561,TaAs2,[44069]
mp-12730,Ba2YbRuO6,[55714]
mp-12957,O2,"[236855, 236857, 156481, 236856, 236858]"
mp-13033,MgTe,"[159402, 168347]"
mp-13222,SmMg2Cu9,[245213]
mp-13923,SnPS3,"[25357, 656172]"
mp-13972,Sm2SeO2,[25807]
mp-14127,La2Fe14C,"[20971, 617754]"
mp-14429,CsK4GaO4,[48119]
mp-14434,K3GeS3,"[47111, 636776]"
mp-14793,Mg2SiPt,[68513]
mp-15053,Y(PdO2)2,[78846]
mp-15626,Rb2NaTiF6,[42143]
mp-15842,Nb2Co12P7,[87195]
mp-16001,Rb5Ti6AgSe27,[280565]
mp-16336,Zr2Fe3Si,[53558]
mp-16340,GdPPt,[53623]
mp-16487,Ce(MnAl2)4,"[606476, 57579, 606479]"
mp-16763,KYTe2,[419995]
mp-16773,KTb(PO3)4,[86282]
mp-16884,RbEr2Cu3Se5,[96686]
mp-1695,Y2C3,"[155382, 77572, 619114, 601153, 155383]"
mp-17094,Ge3Mo5,"[637142, 77281]"
mp-17291,Na3SiTe3,[15579]
mp-1852,UF5,"[35287, 31657, 200459]"
mp-18573,La3ZnNi3,[416818]
mp-18827,AlVO4,"[55870, 165903, 171439, 154912, 153024]"
mp-18881,KCr4O8,"[183641, 183640, 183639, 82276, 491]"
mp-1921,ThTe,"[653061, 653065, 106140, 33586]"
mp-19287,NaV(SiO3)2,"[163127, 163133, 163132, 163129, 78342, 163125, 163126, 159542, 163128, 163131, 163130]"
mp-19422,Na3VS3O,"[281593, 415217]"
mp-19769,Tb3InN,[98498]
mp-19908,EuF3,[95244]
mp-19936,Sc(MnGe)6,"[89437, 192907, 192905, 656754, 192908, 637078, 192906]"
mp-20532,PrSb2Pd,"[658219, 93154]"
mp-21395,CrO2,"[290478, 155832, 290480, 185886, 290479, 23971]"
mp-21538,Ba5Ge3,[409375]
mp-2178,YbGa2,"[635675, 107552, 107581, 635670, 635663, 104035]"
mp-22100,MnNb2O6,"[151724, 15856, 31944]"
mp-22407,BaCu2Si2O7,"[68495, 289997, 51281]"
mp-22510,FeGe,"[53457, 53455, 43055, 53458, 53456, 631983]"
mp-22848,Cl2,"[201699, 201697, 24653, 201696, 201698, 18154]"
mp-23145,Na4Al3Si3ClO12,"[83324, 74537, 41189, 98814, 166827, 98808, 65004, 98820, 29443, 15336, 41188, 98813, 162491, 98818, 68426, 71432, 41190, 98812, 83323, 98815, 83325, 417689, 98816, 98807, 83326, 98819, 98811, 98809, 98817, 402574, 40129, 98810, 30263]"
mp-23335,Ti3(BiO3)4,"[195916, 195919, 195917, 195918, 87811, 24735]"
mp-23475,Rb2PbCl6,"[29029, 26712]"
mp-23553,GeBi2O5,"[65522, 77138]"
mp-23559,In(IO3)3,"[416802, 250450, 417356]"
mp-236,SN,"[41968, 165331, 37353]"
mp-23694,LiBH,[153290]
mp-23734,MgP(HO)7,"[31281, 8228, 158937]"
mp-2375,NpPd3,"[647184, 105491]"
mp-23951,Cs(BH)3,[65508]
mp-24026,Si3H9N,[201428]
mp-24300,CoP4H16(NO8)2,[170045]
mp-24452,CaP2H6O7,"[36285, 280575]"
mp-24508,ZrH3NF4,[50233]
mp-2457,Tb2O3,"[28172, 160227]"
mp-249,HfAl,"[107828, 608084, 608086]"
mp-2593,AlNi3,"[187989, 608790, 608814, 608782, 58038, 58039, 608811, 185893, 608781, 608799, 608813, 608797, 105529, 151385, 604410]"
mp-2621,ErAg,"[605102, 58234, 605095, 58251, 167893]"
mp-27138,K2PdBr4,[1982]
mp-27342,Ge5F12,[10295]
mp-27477,TcOF4,[16143]
mp-27600,Cd3(PO4)2,[20202]
mp-27971,AcCl3,[31569]
mp-28069,Ca3AsCl3,[36002]
mp-28351,Dy2GeO5,[61373]
mp-28542,Na3ErCl6,[65145]
mp-28606,K3AuSe13,[67373]
mp-28866,Te2OsCl12,[74682]
mp-28885,PSe,[74878]
mp-28954,Tl2PdSe2,[79601]
mp-29009,Li2MgBr4,[73276]
mp-29016,SrThBr6,[78769]
mp-29082,Ba5CrN5,[82360]
mp-29325,Zn(Mo4O5)2,[201981]
mp-29616,CsCrCl3,[41802]
mp-29888,Er(ClO4)3,[89589]
mp-3572,Gd2(MoO4)3,"[2707, 9486]"
mp-3651,Nd(SiRh)2,"[645780, 601630, 645776, 106809, 105284]"
mp-3682,KCuF3,"[21108, 158622, 33537, 8000, 67445, 182850, 43618, 67444, 35663, 182849, 17011]"
mp-3733,BeTl2F4,"[171179, 171182, 171181, 171180, 171183, 171178]"
mp-3997,Sm(CuSi)2,"[164071, 629173, 106843]"
mp-485,ZrNi3,"[105482, 647149, 105483]"
mp-505016,CsMnAs,"[40572, 610293, 40573]"
mp-505515,Sr(CuSb)2,[41923]
mp-510437,In3Pd2,"[59478, 640231]"
mp-510593,Dy5CoSb2,[159181]
mp-5376,Y4Ga12Pd,"[635099, 103910]"
mp-5380,Ca4P2O,"[402952, 68202]"
mp-542152,P2Pb3O8,"[38007, 93445, 8092, 38008, 93443, 8093, 66379, 14247, 93442, 38009, 93441, 93444, 4263, 38010, 8094, 93440]"
mp-542161,Mn3Ag2(P2O7)2,[93592]
mp-550751,BaBeSiO4,[86792]
mp-553969,Na2Te3Mo3O16,[171758]
mp-554627,Cu6PS5Br,[89450]
mp-554855,CrF4,[412032]
mp-554906,Zn2BiPO6,[91234]
mp-556176,Li2ZrF6,[155020]
mp-556847,RbV(IO4)2,[281304]
mp-557031,S,[38264]
mp-558155,KFeF4,"[60615, 23588]"
mp-558465,LaAg(PO3)4,[415534]
mp-558491,BaAlBO3F2,[421141]
mp-559300,KLi(PO3)2,[38250]
mp-559516,K3Nb(SO4)4,[201010]
mp-559869,Na2VPO6,[72978]
mp-560456,Hg2Te2O7,[412797]
mp-560710,Cs2TlMoF6,[15772]
mp-561273,V2Cd6Se5O21,[249714]
mp-561366,Ca(ClO2)2,[171020]
mp-561468,Cu2SiS3,[24132]
mp-562662,Ba2CoC2(O3F)2,[95721]
mp-562912,Co6Te3(ClO6)2,[413745]
mp-567218,KAuN12,[416489]
mp-568135,Cs4Sc6CCl13,[74869]
mp-568284,SrI2,[203137]
mp-568758,BiBr,[1560]
mp-568940,Y(NiP)2,[646183]
mp-568943,KCSeN,[23951]
mp-568989,Li7NiN4,[642178]
mp-569440,TmInAg2,[58303]
mp-569881,Sr(NiSb)2,[646442]
mp-570734,Pr3Pt4,[108686]
mp-5735,BaTbO3,"[89028, 99474, 99473, 86736, 99472, 86737]"
mp-580744,Hf6Si7Ni16,"[109223, 638726]"
mp-607182,GdCuSi,"[196513, 108359, 30764]"
mp-619071,PbCl2,"[81978, 246676]"
mp-6326,LiAlSiO4,"[2929, 22011, 22012, 22010, 24888, 22013]"
mp-634977,Cs3Fe2Cl9,[22074]
mp-646605,SrNi2Te3(ClO4)2,[418683]
mp-652200,C2IO,[65112]
mp-6633,NaCSN,"[954, 953, 2005, 952]"
mp-6665,Ba4LiW2N7,"[658801, 74823]"
mp-6770,BaLa2MnS5,"[90639, 90640, 91227]"
mp-686936,UV2O8,[25379]
mp-690684,Na2BH4ClO4,[32518]
mp-696216,HS3N,[2535]
mp-696590,TiH8(NF3)2,"[24834, 24835]"
mp-697084,HPbIO,"[404575, 192169, 43140]"
mp-698318,CuSi2H18C9O2,[109858]
mp-708066,Sb6H3CCl13O10,[77199]
mp-722774,Ba3As2H14S8O7,[66703]
mp-722832,PH3NF5,[36010]
mp-723064,Ti3(BiO3)4,"[59796, 159930, 151452, 70000]"
mp-733898,Mg3B11(H3O8)3,[79143]
mp-733929,P2H4PbO8,[86778]
mp-740739,K6Te2P6(H4O11)3,[69573]
mp-744919,Mn3Mo2H34C22N16O5,[110305]
mp-766427,K2NaZn2H5(C2O7)2,[401833]
mp-7704,Ca(AlSi)2,[20278]
mp-7897,K3P,[25550]
mp-8291,BaTiF6,[33789]
mp-861904,La3AlCrS7,[606794]
mp-867288,TbHg3,[639229]
mp-867332,Cs2Mn(PSe3)2,[165357]
mp-1001833,InBi,[184573]
